device,useragent
android,"Mozilla/5.0 (Android; Android 5.0.2; SAMSUNG SM-A700T Build/LRX22G) AppleWebKit/536.18 (KHTML, like Gecko) Chrome/53.0.3902.388 Mobile Safari/600.4"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.2; Win64; x64; en-US Trident/4.0)
firefox,Mozilla/5.0 (Windows; U; Windows NT 10.0; WOW64) Gecko/20100101 Firefox/46.7
firefox,Mozilla/5.0 (U; Linux x86_64; en-US) Gecko/20100101 Firefox/70.6
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_9_7; like Mac OS X) AppleWebKit/602.25 (KHTML, like Gecko) Chrome/50.0.3202.192 Mobile Safari/601.9"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/533.39 (KHTML, like Gecko) Chrome/47.0.2745.232 Safari/602"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; U; Windows NT 6.1;; en-US Trident/4.0)
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1;; en-US Trident/4.0)
mobile,"Mozilla/5.0 (Linux; U; Android 7.0; Pixel C Build/NME91E) AppleWebKit/603.18 (KHTML, like Gecko) Chrome/55.0.3494.196 Mobile Safari/534.9"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_4_8; like Mac OS X) AppleWebKit/602.8 (KHTML, like Gecko) Chrome/55.0.2147.371 Mobile Safari/536.3"
edge,"Mozilla/5.0 (Windows NT 10.2; WOW64) AppleWebKit/601.7 (KHTML, like Gecko) Chrome/48.0.1921.396 Safari/600.0 Edge/17.88597"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_0_2; en-US) Gecko/20130401 Firefox/47.5
linux,"Mozilla/5.0 (U; Linux i670 x86_64; en-US) AppleWebKit/600.25 (KHTML, like Gecko) Chrome/50.0.1089.286 Safari/534"
windows,"Mozilla/5.0 (Windows NT 6.0; Win64; x64) AppleWebKit/535.40 (KHTML, like Gecko) Chrome/47.0.2403.374 Safari/535.6 Edge/18.69935"
firefox,Mozilla/5.0 (Windows; U; Windows NT 6.0; WOW64) Gecko/20130401 Firefox/63.8
firefox,Mozilla/5.0 (Windows; Windows NT 10.2; WOW64; en-US) Gecko/20130401 Firefox/53.2
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_3; like Mac OS X) AppleWebKit/600.45 (KHTML, like Gecko) Chrome/53.0.3282.288 Mobile Safari/534.8"
android,"Mozilla/5.0 (Android; Android 5.0.2; SAMSUNG SM-T355 Build/LRX22G) AppleWebKit/602.28 (KHTML, like Gecko) Chrome/48.0.3721.327 Mobile Safari/533.4"
chrome,"Mozilla/5.0 (Windows NT 10.2; Win64; x64) AppleWebKit/602.31 (KHTML, like Gecko) Chrome/47.0.1190.213 Safari/535"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.1; WOW64; en-US Trident/4.0)
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.1; WOW64; en-US) AppleWebKit/536.41 (KHTML, like Gecko) Chrome/52.0.3640.371 Safari/601"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_6_3; like Mac OS X) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/47.0.1035.101 Mobile Safari/603.1"
firefox,Mozilla/5.0 (Windows; U; Windows NT 6.1;) Gecko/20100101 Firefox/59.1
linux,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/52.0.1271.289 Safari/601"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_4; like Mac OS X) AppleWebKit/601.47 (KHTML, like Gecko) Chrome/48.0.1825.146 Mobile Safari/534.4"
linux,Mozilla/5.0 (Linux i542 ; en-US) Gecko/20100101 Firefox/54.4
firefox,Mozilla/5.0 (Windows; Windows NT 10.5; x64; en-US) Gecko/20130401 Firefox/59.4
linux,Mozilla/5.0 (U; Linux i665 ) Gecko/20100101 Firefox/46.8
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_6_3; en-US) AppleWebKit/603.18 (KHTML, like Gecko) Chrome/51.0.1901.301 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_2_5) AppleWebKit/602.38 (KHTML, like Gecko) Chrome/50.0.3898.271 Safari/537"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_3_9; en-US) Gecko/20130401 Firefox/72.7
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_9_0) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/53.0.1971.372 Safari/603"
chrome,"Mozilla/5.0 (Linux i564 x86_64) AppleWebKit/535.14 (KHTML, like Gecko) Chrome/52.0.1609.274 Safari/603"
windows,"Mozilla/5.0 (Windows NT 6.1;) AppleWebKit/537.42 (KHTML, like Gecko) Chrome/49.0.1096.304 Safari/600.3 Edge/16.44439"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_7_3) AppleWebKit/536.34 (KHTML, like Gecko) Chrome/53.0.1964.348 Safari/603"
windows,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.3; x64; en-US Trident/4.0)
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_7) AppleWebKit/533.42 (KHTML, like Gecko) Chrome/47.0.1123.395 Safari/601"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 11_8_5; like Mac OS X) AppleWebKit/603.19 (KHTML, like Gecko) Chrome/53.0.1127.316 Mobile Safari/601.1"
android,"Mozilla/5.0 (Linux; U; Android 7.1.1; LG-H930 Build/NRD90C) AppleWebKit/602.39 (KHTML, like Gecko) Chrome/49.0.3563.282 Mobile Safari/601.4"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.0; x64; en-US) AppleWebKit/600.40 (KHTML, like Gecko) Chrome/51.0.1793.210 Safari/602.8 Edge/13.91694"
mobile,"Mozilla/5.0 (Android; Android 7.0; Pixel C Build/NRD90M) AppleWebKit/603.49 (KHTML, like Gecko) Chrome/55.0.1435.261 Mobile Safari/535.6"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.0; WOW64) AppleWebKit/603.10 (KHTML, like Gecko) Chrome/55.0.2281.194 Safari/536.8 Edge/17.79910"
linux,Mozilla/5.0 (Linux x86_64; en-US) Gecko/20130401 Firefox/70.4
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_7_0) Gecko/20100101 Firefox/51.2
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.0; Win64; x64; en-US) AppleWebKit/536.49 (KHTML, like Gecko) Chrome/50.0.1864.244 Safari/535.5 Edge/9.82789"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.3; WOW64 Trident/7.0)
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_1_0; en-US) Gecko/20130401 Firefox/49.0
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; x64; en-US Trident/6.0)
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; Windows NT 6.3; x64 Trident/7.0)
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 7_8_2) Gecko/20100101 Firefox/69.7
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_3_7; en-US) AppleWebKit/537.26 (KHTML, like Gecko) Chrome/49.0.2106.369 Safari/601"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_4_9) AppleWebKit/601.5 (KHTML, like Gecko) Chrome/53.0.3681.130 Safari/533"
android,"Mozilla/5.0 (Linux; U; Android 4.4; Lenovo P774 Build/Lenovo) AppleWebKit/535.13 (KHTML, like Gecko) Chrome/50.0.1697.226 Mobile Safari/600.2"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 6.3; WOW64; en-US Trident/6.0)
android,"Mozilla/5.0 (Linux; U; Android 6.0; HTC One_M9 dual sim Build/MRA58K) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/52.0.1744.109 Mobile Safari/534.7"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_4_3) AppleWebKit/601.13 (KHTML, like Gecko) Chrome/53.0.1239.191 Safari/537"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; U; Windows NT 6.2;; en-US Trident/4.0)
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 10_6_0 like Mac OS X) AppleWebKit/533.21 (KHTML, like Gecko) Chrome/49.0.3276.379 Mobile Safari/533.6"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_9; en-US) Gecko/20100101 Firefox/74.9
chrome,"Mozilla/5.0 (Linux x86_64) AppleWebKit/602.1 (KHTML, like Gecko) Chrome/54.0.3290.204 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_6; en-US) AppleWebKit/601.39 (KHTML, like Gecko) Chrome/50.0.2128.157 Safari/600"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_4; like Mac OS X) AppleWebKit/537.32 (KHTML, like Gecko) Chrome/47.0.1051.186 Mobile Safari/535.8"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 8_2_5) Gecko/20100101 Firefox/70.8
android,"Mozilla/5.0 (Linux; U; Android 6.0; HTC One_M8 Pro Build/MRA58K) AppleWebKit/601.29 (KHTML, like Gecko) Chrome/53.0.1529.156 Mobile Safari/603.9"
linux,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20130401 Firefox/46.1
mobile,"Mozilla/5.0 (Linux; Android 5.0; SAMSUNG SM-P810 Build/LRX22G) AppleWebKit/537.9 (KHTML, like Gecko) Chrome/48.0.2285.289 Mobile Safari/600.3"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 9_0_6 like Mac OS X) AppleWebKit/601.45 (KHTML, like Gecko) Chrome/51.0.3670.286 Mobile Safari/603.0"
edge,"Mozilla/5.0 (Windows; Windows NT 10.5; x64; en-US) AppleWebKit/603.47 (KHTML, like Gecko) Chrome/55.0.2956.243 Safari/533.6 Edge/11.29970"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_1_1) AppleWebKit/535.38 (KHTML, like Gecko) Chrome/48.0.1319.210 Safari/602"
linux,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/602.8 (KHTML, like Gecko) Chrome/52.0.1620.122 Safari/601"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.0; WOW64 Trident/5.0)
linux,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/603.3 (KHTML, like Gecko) Chrome/47.0.2448.273 Safari/537"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_6_3) AppleWebKit/601.5 (KHTML, like Gecko) Chrome/47.0.3821.288 Safari/536"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/534.9 (KHTML, like Gecko) Chrome/47.0.2504.111 Safari/602"
android,"Mozilla/5.0 (Linux; U; Android 4.4; SM-G900T Build/KOT49H) AppleWebKit/601.23 (KHTML, like Gecko) Chrome/51.0.3808.301 Mobile Safari/537.4"
android,"Mozilla/5.0 (Android; Android 5.1; SM-G935I Build/MMB29M) AppleWebKit/600.22 (KHTML, like Gecko) Chrome/54.0.1645.387 Mobile Safari/535.4"
linux,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/534.12 (KHTML, like Gecko) Chrome/52.0.1456.386 Safari/600"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_3_9; en-US) Gecko/20130401 Firefox/70.8
linux,Mozilla/5.0 (Linux x86_64) Gecko/20100101 Firefox/68.5
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_2_1; like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.1063.364 Mobile Safari/601.2"
edge,"Mozilla/5.0 (Windows NT 10.2; Win64; x64; en-US) AppleWebKit/535.14 (KHTML, like Gecko) Chrome/54.0.3440.142 Safari/533.8 Edge/17.94334"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_0_8; en-US) Gecko/20130401 Firefox/71.0
